#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
173,Solomon Islands,"21,544",,153 ,,"16,357",,"5,034",1,"29,772",211,"5,117","7,071","723,644 ",Australia/Oceania,"344,730141",,,"6,956"
174,Burkina Faso,"21,128",,387 ,,"20,632",,109,,954,17,"248,995","11,239","22,154,208 ",Africa,"1,04957,24689",,,5
175,San Marino,"20,456",,118 ,,"20,248",,90,4,"600,111","3,462","157,634","4,624,461","34,087 ",Europe,22890,,,"2,640"
176,Gibraltar,"20,069",,108 ,,"16,579",,"3,382",,"596,068","3,208","534,283","15,868,692","33,669 ",Europe,23120,,,"100,448"
177,Grenada,"19,403",,236 ,,"19,058",,109,4,"170,711","2,076","177,860","1,564,843","113,660 ",North America,64821,,,959
178,Liechtenstein,"19,285",,86 ,,"19,064",,135,2,"502,646","2,242","102,174","2,663,070","38,367 ",Europe,24460,,,"3,519"
179,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,721",33,,,"6,796,527 ",North America,"36830,207",,,"2,066"
180,Bermuda,"18,019",,148 ,,"17,749",,122,,"291,683","2,396","993,041","16,074,867","61,776 ",North America,34170,,,"1,975"
181,South Sudan,"17,823",,138 ,,"17,335",,350,1,"1,553",12,"410,280","35,738","11,480,076 ",Africa,"64483,18928",,,30
182,Tajikistan,"17,786",,125 ,,"17,264",,397,,"1,778",12,,,"10,005,140 ",Asia,"56380,041",,,40
183,Equatorial Guinea,"16,964",,183 ,,"16,647",,134,5,"11,282",122,"365,697","243,216","1,503,589 ",Africa,"898,2164",,,89
184,Tonga,"16,182",,12 ,,"15,638",,532,,"149,406",111,"535,009","4,939,654","108,309 ",Australia/Oceania,"79,0260",,,"4,912"
185,Samoa,"15,839",,29 ,,"1,605",,"14,205",4,"78,687",144,"187,397","930,980","201,290 ",Australia/Oceania,"136,9411",,,"70,570"
186,Djibouti,"15,690",,189 ,,"15,427",,74,,"15,392",185,"305,941","300,133","1,019,351 ",Africa,"655,3933",,,73
187,Marshall Islands,"15,071",,17 ,,"14,774",,280,22,"250,928",283,,,"60,061 ",Australia/Oceania,"43,533",,,"4,662"
188,CAR,"14,883",,113 ,,"14,520",,250,2,"2,969",23,"81,294","16,217","5,013,011 ",Africa,"33744,36362",,,50
189,Dominica,"14,852",,68 ,,"14,554",,230,,"205,206",940,"210,195","2,904,209","72,376 ",North America,"51,0640",,,"3,178"
190,Monaco,"14,424",,57 ,,"14,326",,41,4,"361,966","1,430","77,770","1,951,617","39,849 ",Europe,36991,,,"1,029"
191,Gambia,"12,311",,371 ,,"11,788",,152,,"4,800",145,"155,686","60,700","2,564,842 ",Africa,"2086,91316",,,59
192,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,073",369,"164,926","2,894,200","56,985 ",North America,"52,7140",,,"161,253"
193,Saint Martin,"11,941",,63 ,,"1,399",,"10,479",7,"297,743","1,571","112,382","2,802,194","40,105 ",North America,36370,,,"261,289"
194,Yemen,"11,932",,"2,155 ",,"9,119",,658,23,382,69,"329,592","10,544","31,259,491 ",Asia,"2,62014,50695",,,21
195,Vanuatu,"11,902",,14 ,,"11,810",,78,,"36,870",43,"24,976","77,371","322,808 ",Australia/Oceania,"2723,05813",,,242
196,Caribbean Netherlands,"11,033",,35 ,,"10,476",,522,,"412,372","1,308","30,126","1,125,995","26,755 ",North America,27641,,,"19,510"
197,Sint Maarten,"10,847",,87 ,,"10,750",,10,10,"246,871","1,980","62,056","1,412,354","43,938 ",North America,45051,,,228
198,Eritrea,"10,158",,103 ,,"10,051",,4,,"2,780",28,"23,693","6,485","3,653,523 ",Africa,"36035,471154",,,1
199,Niger,"9,931",,312 ,,"8,879",,740,1,380,12,"254,538","9,745","26,119,293 ",Africa,"2,63083,716103",,,28
200,Antigua and Barbuda,"8,974",,145 ,,"8,794",,35,1,"90,012","1,454","18,901","189,583","99,698 ",North America,116885,,,351
201,Guinea-Bissau,"8,796",,175 ,,"8,301",,320,6,"4,250",85,"145,231","70,177","2,069,508 ",Africa,"23511,82614",,,155
202,Comoros,"8,455",,161 ,,"8,281",,13,,"9,291",177,,,"910,025 ",Africa,"1085,652",,,14
203,Liberia,"7,898",,294 ,,"7,482",,122,2,"1,485",55,"139,824","26,297","5,317,102 ",Africa,"67318,08538",,,23
204,Micronesia,"7,856",,27 ,,147,,"7,682",1,"66,772",229,"21,923","186,335","117,654 ",Australia/Oceania,"154,3585",,,"65,293"
205,Sierra Leone,"7,749",,126 ,,N/A,N/A,N/A,,930,15,"259,958","31,204","8,330,983 ",Africa,"1,07566,11932",,,331
206,Chad,"7,549",,193 ,,"4,874",,"2,482",,432,11,"191,341","10,962","17,454,544 ",Africa,"2,31290,43891",,,142
207,British Virgin Islands,"7,291",,64 ,,N/A,N/A,N/A,1,"237,724","2,087","107,243","3,496,674","30,670 ",North America,44790,,,750
208,St. Vincent Grenadines,"7,112",,115 ,,"6,641",,356,,"63,665","1,029","100,856","902,846","111,709 ",North America,169711,,,"3,187"
209,Saint Kitts and Nevis,"6,524",,46 ,,"6,466",,12,,"120,770",852,"124,861","2,311,385","54,020 ",North America,"81,1740",,,222
210,Cook Islands,"6,380",,1 ,,"6,369",,10,,"362,521",57,"19,690","1,118,814","17,599 ",Australia/Oceania,"317,5991",,,568
211,Turks and Caicos,"6,372",,36 ,,"6,294",,42,4,"159,860",903,"549,718","13,791,219","39,860 ",North America,"61,1070",,,"1,054"
212,Sao Tome and Principe,"6,177",,76 ,,"6,077",,24,,"27,087",333,"29,036","127,329","228,040 ",Africa,"373,0018",,,105
213,Palau,"5,403",,6 ,,"5,336",,61,1,"295,537",328,"64,461","3,525,927","18,282 ",Australia/Oceania,"33,0470",,,"3,337"
214,St. Barth,"5,263",,6 ,,N/A,N/A,N/A,,"529,317",603,"78,646","7,909,685","9,943 ",North America,"21,6570",,,"482,249"
215,Nauru,"4,611",,1 ,,"4,605",,5,,"420,213",91,"20,509","1,869,042","10,973 ",Australia/Oceania,"210,9731",,,456
216,Anguilla,"3,851",,12 ,,"3,821",,18,4,"251,782",785,"51,382","3,359,398","15,295 ",North America,"41,2750",,,"1,177"
217,Kiribati,"3,430",,13 ,,"2,703",,714,3,"27,785",105,,,"123,448 ",Australia/Oceania,"369,496",,,"5,784"
218,Saint Pierre Miquelon,"3,131",,1 ,,"2,449",,681,1,"546,232",174,"24,902","4,344,382","5,732 ",North America,"25,7320",,,"118,807"
219,Falkland Islands,"1,886",, ,,"1,881",,5,,"509,592",,"8,632","2,332,343","3,701 ",South America,20,,,"1,351"
220,Montserrat,"1,229",,8 ,,"1,119",,102,,"245,849","1,600","16,657","3,332,066","4,999 ",North America,46250,,,"20,404"
221,Macao,793,,6 ,,787,,0,,"1,186",9,"7,850","11,740","668,650 ",Asia,"843111,44285",,,
222,Wallis and Futuna,761,,7 ,,438,,316,,"70,398",648,"20,508","1,897,132","10,810 ",Australia/Oceania,"141,5441",,,"29,232"
223,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
224,Niue,74,, ,,69,,5,,"44,848",,,,"1,650 ",Australia/Oceania,22,,,"3,030"
225,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,
226,Tuvalu,20,, ,,,,20,,"1,652",,,,"12,110 ",Australia/Oceania,606,,,"1,652"
227,Western Sahara,10,,1 ,,9,,0,,16,2,,,"629,390 ",Africa,"62,939629,390",,,
228,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
229,Saint Helena,7,, ,,2,,5,,"1,145",,,,"6,116 ",Africa,874,,,818
230,China,"246,328",+301,"5,226 ",,"234,876",+336,"6,226",38,171,4,"160,000,000","111,163","1,439,323,776 ",Asia,"5,843275,4169",0.2,,4
